Education,Marital_Status,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,age,Accepted_Cmp,children,duration
College Graduate,Together,29478,8,0,7,3,1,1,1,1,0,3,6,0,47,No,1,9.844741044946383
College Graduate,Single,46998,172,41,86,45,6,27,5,5,3,5,7,0,67,Yes,1,11.082363677846224
College Graduate,Single,96843,448,71,951,40,17,17,1,6,11,10,2,0,33,Yes,0,10.58133698380105
PhD,Widow,56551,67,4,32,17,2,16,3,2,1,4,4,0,73,No,2,9.543691535477983
Master,Married,70053,512,53,98,81,179,89,3,8,5,10,5,0,58,No,1,10.38694957791467
PhD,Widow,71670,1462,16,128,0,0,160,1,5,3,6,6,0,61,Yes,0,10.370522473191878
College Graduate,Married,44359,20,0,14,7,3,1,3,2,0,4,3,0,45,No,2,9.431439653205567
College Graduate,Single,40887,50,4,44,10,10,43,3,3,1,3,9,0,71,Yes,2,10.545744923568332
College Graduate,Divorced,48877,102,1,15,2,0,24,1,3,0,4,7,0,57,No,1,9.877595254391968
College Graduate,Together,74485,499,149,815,173,49,49,1,6,7,12,3,0,76,No,0,10.244581336983801
College Graduate,Together,64474,381,35,172,56,86,93,2,8,2,10,5,0,51,No,1,10.083048140543008
College Graduate,Together,77226,631,43,239,128,76,21,2,6,8,12,3,0,60,No,1,9.729751311886835
College Graduate,Widow,72643,526,80,553,123,94,53,1,3,10,7,2,0,74,Yes,0,10.731804699977184
Master,Together,85738,913,26,376,17,26,13,1,3,6,11,1,0,45,Yes,0,9.828313940223591
College Graduate,Divorced,55686,673,0,199,37,47,26,2,6,3,5,4,0,57,Yes,1,10.767396760209902
College Graduate,Single,39062,23,0,9,0,0,12,1,1,0,3,4,0,40,Yes,1,9.661419119324664
College Graduate,Together,34600,199,33,60,8,3,15,5,5,2,5,8,0,52,Yes,2,10.887862194843715
College Graduate,Married,40794,261,23,73,4,23,50,2,6,3,5,7,0,48,No,1,10.625142596395163
Technical School,Married,54690,111,16,37,7,9,18,3,3,1,5,3,0,52,No,2,10.039128450832763
College Graduate,Married,4428,16,4,12,2,4,321,0,25,0,0,1,0,54,No,1,10.129591603924252
Technical School,Married,32632,63,151,137,153,19,53,2,4,4,8,5,0,60,No,0,11.304129591603923
PhD,Single,38236,58,0,18,2,0,10,4,3,0,4,7,0,55,No,2,10.170659365731234
College Graduate,Married,36781,29,1,17,0,3,13,1,2,1,2,8,0,44,Yes,1,9.61761350673055
Master,Single,31385,3,2,12,0,1,9,1,1,0,2,8,0,39,Yes,1,10.961784166096281
College Graduate,Married,24570,28,34,62,11,14,44,3,4,0,4,9,0,39,No,1,10.731804699977184
PhD,Divorced,25509,40,3,30,10,7,11,3,3,0,3,9,0,49,Yes,1,11.175450604608717
College Graduate,Married,94642,879,143,797,106,143,143,0,5,7,9,1,0,72,Yes,0,9.773556924480948
Master,Married,58646,62,1,44,6,5,22,1,2,1,4,4,0,61,No,1,10.449920146018709
College Graduate,Single,53201,280,7,81,20,0,27,8,6,3,5,7,0,48,No,2,10.772872461784166
College Graduate,Together,21994,9,0,6,3,1,3,1,0,0,3,5,0,66,No,1,10.909765001140771
College Graduate,Married,57113,182,4,33,0,2,42,6,4,1,5,7,0,45,No,2,10.789299566506958
College Graduate,Married,51373,83,2,101,64,26,117,1,3,5,3,4,0,32,No,0,10.417065936573124
College Graduate,Married,23477,38,15,54,3,8,29,3,3,0,4,8,0,37,No,1,10.08578599133014
College Graduate,Married,58116,228,19,130,4,11,51,2,3,3,8,2,0,67,No,1,9.609399954369154
PhD,Divorced,72968,1092,37,592,145,37,55,1,5,5,8,3,0,60,Yes,0,9.932352270134611
Master,Married,39791,85,15,27,13,13,21,2,3,1,4,7,0,52,No,1,10.652521104266485
Master,Single,91712,1276,24,746,94,29,48,0,9,7,11,3,0,76,Yes,0,10.096737394478668
College Graduate,Single,94472,1017,33,417,108,100,16,1,5,5,5,5,0,65,Yes,1,9.636778462240475
College Graduate,Together,13672,6,2,9,2,1,5,2,1,0,3,8,0,63,No,2,10.597764088523842
Technical School,Married,96547,448,21,125,52,101,62,0,7,6,8,2,0,43,Yes,0,9.49988592288387
College Graduate,Married,79205,504,23,117,179,28,44,1,6,5,4,4,0,48,Yes,0,11.230207620351356
PhD,Together,56559,226,22,133,41,31,31,3,4,3,8,4,0,48,No,1,10.907027150353638
PhD,Married,32644,239,3,141,0,7,23,4,7,1,6,8,0,50,Yes,1,10.846794433036733
Technical School,Single,67506,90,38,67,33,36,67,1,4,1,6,3,0,43,No,1,9.885808806753365
College Graduate,Single,24206,7,2,8,3,2,3,1,1,0,3,6,0,53,No,1,10.707164042892995
PhD,Divorced,28420,4,2,5,2,0,0,1,1,0,2,6,0,56,No,1,9.910449463837553
College Graduate,Married,22979,16,17,19,20,21,22,3,3,2,2,8,0,53,Yes,1,11.208304814054301
College Graduate,Single,33279,10,3,3,0,0,0,1,0,0,3,3,0,57,No,0,9.445128907141228
Master,Single,46423,68,0,16,0,0,8,3,2,0,4,7,0,51,No,2,10.176135067305498
College Graduate,Married,30368,35,0,13,2,0,2,2,2,0,3,8,0,46,No,1,10.039128450832763
College Graduate,Married,63684,575,80,428,208,93,80,3,8,4,8,5,0,53,No,1,10.986424823180469
College Graduate,Divorced,41638,315,0,31,4,0,91,4,5,5,3,8,0,59,Yes,1,10.770134610997033
PhD,Divorced,68805,182,2,49,17,13,20,1,3,1,7,2,0,64,No,1,10.178872918092631
PhD,Together,65814,561,14,113,10,14,35,3,8,2,10,5,0,57,No,1,9.72427561031257
College Graduate,Divorced,71964,587,51,932,180,34,86,1,5,6,5,3,0,65,No,0,10.507415012548483
College Graduate,Single,39146,94,1,33,13,12,12,3,4,0,4,8,0,37,No,1,10.767396760209902
College Graduate,Together,96876,908,43,735,40,194,21,1,7,7,9,2,0,46,Yes,0,10.29386265115218
High School,Married,34445,228,122,122,208,129,30,6,11,2,8,9,0,42,No,0,10.816678074378279
College Graduate,Single,68281,995,112,417,42,48,41,1,2,9,13,5,0,65,Yes,0,11.290440337668263
Technical School,Married,37284,11,1,2,2,1,6,1,0,0,3,6,0,48,No,2,10.649783253479352
College Graduate,Married,36790,3,3,14,15,21,10,1,2,1,2,9,0,40,Yes,0,10.72632899840292
College Graduate,Together,27943,12,1,16,4,1,3,3,2,0,3,8,0,56,No,2,10.603239790098106
College Graduate,Divorced,22263,17,0,2,0,0,2,2,1,0,3,6,1,72,No,2,9.647729865389003
College Graduate,Together,30261,8,0,5,0,3,6,1,0,0,3,8,0,51,No,3,11.156285649098791
College Graduate,Together,28587,22,4,17,12,10,13,3,2,0,4,6,0,45,No,1,9.773556924480948
Master,Married,43815,14,10,29,4,7,15,1,2,0,3,6,0,41,No,1,10.630618297969427
College Graduate,Married,48195,106,27,68,52,7,5,6,4,2,5,6,0,67,No,2,9.833789641797855
Master,Married,77027,820,57,242,45,0,11,2,8,3,6,4,0,71,No,1,9.792721879990873
PhD,Married,71322,753,43,226,69,10,204,2,8,5,13,4,0,58,No,1,10.761921058635638
Master,Married,32765,13,3,17,7,3,3,2,2,0,4,5,0,44,No,1,9.743440565822496
College Graduate,Together,29672,9,1,3,0,4,8,1,0,0,3,6,0,58,No,2,10.696326716860598
College Graduate,Divorced,23272,19,3,6,4,2,12,1,1,0,3,4,0,70,No,0,10.096737394478668
Master,Together,49912,520,8,223,32,49,42,4,10,5,7,8,0,74,Yes,1,11.205566963267168
Technical School,Together,7500,5,17,17,13,14,34,4,2,1,3,9,0,38,No,1,11.306867442391056
PhD,Widow,68117,618,44,215,0,17,36,2,11,8,4,6,0,76,Yes,1,10.70168834131873
College Graduate,Married,67225,315,35,322,46,7,143,3,7,2,11,5,0,68,No,1,9.987109285877253
College Graduate,Married,17649,15,1,23,0,5,1,3,3,0,3,8,0,47,No,1,10.025439196897102
College Graduate,Together,55914,384,60,364,119,101,232,4,11,6,8,7,0,48,No,1,10.564909879078257
College Graduate,Married,40059,110,29,92,28,10,145,1,6,2,3,8,0,39,Yes,1,10.148756559434178
College Graduate,Together,60905,208,17,76,36,17,38,2,3,3,7,2,0,73,No,1,9.962468628793063
College Graduate,Married,75330,555,82,257,93,61,61,4,10,3,12,6,0,46,No,2,11.131644992014602
College Graduate,Single,60689,240,90,216,63,6,24,4,4,4,10,3,0,72,No,1,10.474560803102898
College Graduate,Married,38680,11,0,36,15,5,12,1,2,0,3,7,0,39,No,1,10.652521104266485
College Graduate,Together,61416,848,154,323,201,61,78,1,10,3,10,6,0,41,Yes,0,10.783823864932694
College Graduate,Single,49767,202,47,197,55,42,149,1,5,4,8,4,0,32,No,0,10.55669632671686
College Graduate,Single,83273,433,89,650,16,102,102,10,4,6,9,7,0,53,No,3,11.156285649098791
College Graduate,Married,29009,6,6,15,10,5,2,2,2,0,3,6,0,42,No,1,9.978895733515856
Master,Married,45057,37,0,7,3,0,3,1,2,0,3,5,0,44,No,1,9.973420031941592
College Graduate,Married,37150,167,37,64,49,34,116,8,4,3,6,7,0,52,No,1,11.19461556011864
College Graduate,Single,43020,45,7,99,4,25,43,3,4,1,4,6,0,53,No,1,9.976157882728725
College Graduate,Married,53154,129,0,21,0,1,7,1,3,1,4,4,0,64,No,1,9.453342459502624
College Graduate,Married,65308,713,0,264,120,80,34,1,7,8,12,4,0,50,Yes,0,10.195300022815424
College Graduate,Single,76467,676,161,426,210,44,58,2,2,5,5,6,0,53,Yes,1,11.263061829796943
Technical School,Married,81044,450,26,535,73,98,26,1,5,6,10,1,0,76,No,0,9.902235911476158
College Graduate,Married,32871,22,2,12,0,2,5,1,1,0,3,4,0,72,No,2,10.704426192105863
College Graduate,Single,55801,367,4,51,6,4,95,6,7,2,6,7,0,48,Yes,2,10.16518366415697
College Graduate,Widow,76320,526,35,214,69,53,35,2,6,3,4,2,0,64,No,1,9.417750399269908
Master,Single,36927,51,0,16,0,0,4,2,3,0,3,8,0,68,No,2,9.472507415012549
College Graduate,Together,48794,25,0,11,3,0,15,1,1,0,3,4,0,70,No,2,9.406798996121378
College Graduate,Single,23478,28,6,27,12,17,39,1,3,0,3,8,0,58,No,0,10.677161761350673
College Graduate,Divorced,71128,958,159,447,20,0,31,3,2,10,12,7,0,50,No,1,11.126169290440338
PhD,Divorced,70179,532,88,168,69,44,133,3,7,3,13,5,0,47,No,1,10.337668263746293
College Graduate,Married,59462,724,17,143,0,8,196,2,9,2,12,7,0,73,No,1,10.876910791695186
College Graduate,Together,38361,39,0,56,20,8,14,3,3,1,3,7,0,54,No,1,9.902235911476158
PhD,Together,70038,587,54,348,71,54,130,1,4,4,8,2,0,41,No,0,10.074834588181611
College Graduate,Together,42554,29,1,11,0,0,0,2,2,0,3,4,0,45,No,2,10.857745836185261
College Graduate,Married,67445,757,80,217,29,80,11,5,9,6,12,6,0,49,No,1,11.276751083732602
College Graduate,Widow,67046,544,35,133,23,151,107,2,4,5,4,2,0,72,No,1,10.874172940908053
College Graduate,Married,42192,40,15,15,17,6,7,1,2,1,3,4,0,75,No,0,10.208989276751085
PhD,Married,77610,1245,33,332,21,33,16,2,4,7,4,7,0,71,No,1,11.063198722336299
College Graduate,Married,31761,19,1,20,16,14,28,2,3,0,4,5,0,39,No,1,9.63130276066621
College Graduate,Together,34350,16,3,15,2,1,11,1,1,0,3,7,0,44,No,1,10.091261692904403
College Graduate,Together,54591,376,4,94,12,9,24,3,6,2,8,5,0,74,No,1,10.296600501939311
College Graduate,Married,71866,184,178,178,103,39,33,1,6,3,10,3,0,67,No,1,9.907711613050422
College Graduate,Married,25293,15,0,11,0,2,9,1,1,1,2,8,0,54,No,1,10.184348619666896
PhD,Single,42000,124,83,267,85,59,35,2,5,2,11,5,0,36,Yes,0,10.863221537759525
College Graduate,Married,69520,627,120,414,121,80,93,1,9,6,5,5,0,40,No,0,10.375998174766142
College Graduate,Divorced,64713,180,60,241,13,54,54,2,5,5,7,4,0,53,Yes,1,9.78724617841661
Master,Married,27889,14,0,4,0,0,8,1,1,1,2,6,0,46,No,1,10.381473876340406
High School,Widow,22123,3,3,24,34,7,31,1,2,1,3,5,0,63,No,0,9.6559434177504
College Graduate,Married,27803,8,26,46,38,9,49,2,3,0,4,8,0,50,No,1,11.238421172712753
College Graduate,Married,51651,293,6,23,13,6,92,4,6,2,5,8,0,63,No,1,11.03844398813598
College Graduate,Married,68487,758,12,385,33,89,89,1,9,7,13,4,0,35,No,0,10.855007985398128
College Graduate,Married,56796,656,38,161,62,47,37,3,8,9,7,7,0,54,No,1,10.761921058635638
Technical School,Married,87000,196,25,607,67,17,49,1,4,6,7,2,0,31,No,0,10.934405658224959
College Graduate,Married,79823,835,73,380,114,73,43,1,6,9,7,2,0,64,Yes,1,9.644992014601872
College Graduate,Single,30828,16,11,15,2,0,12,2,1,1,4,3,0,43,No,1,10.132329454711385
Master,Married,34109,9,1,5,2,1,4,1,0,0,3,4,0,52,No,1,10.041866301619894
Master,Divorced,53367,229,7,140,10,3,11,7,5,1,8,7,0,49,Yes,2,10.225416381473877
High School,Together,22390,0,1,4,15,1,5,1,1,0,2,7,0,54,No,0,10.08578599133014
College Graduate,Together,71322,121,24,124,24,15,42,1,4,1,7,2,0,47,No,1,9.557380789413644
College Graduate,Single,79244,471,102,125,212,61,245,1,4,10,7,1,0,30,Yes,0,10.92345425507643
Master,Together,49912,520,8,223,32,49,42,4,10,5,7,8,0,74,Yes,1,11.205566963267168
PhD,Married,48699,26,1,10,2,0,1,1,1,0,3,5,0,73,No,2,10.504677161761352
College Graduate,Together,80144,240,132,445,250,192,108,1,3,7,8,1,0,48,No,0,10.143280857859914
College Graduate,Single,54252,178,4,26,8,4,44,5,4,1,5,6,0,67,No,2,10.485512206251427
Master,Married,81929,1486,55,278,49,0,185,2,4,4,10,6,0,47,Yes,1,11.145334245950263
College Graduate,Married,76068,1115,12,128,33,12,76,1,2,3,4,6,0,48,Yes,1,10.978211270819074
Master,Married,53204,29,0,8,2,0,6,1,1,0,3,4,0,47,No,2,9.675108373260324
PhD,Together,67911,529,0,356,63,28,0,3,6,7,11,3,0,74,No,1,9.502623773671003
Technical School,Married,14796,13,3,8,7,4,16,2,1,0,3,9,0,39,Yes,1,11.178188455395848
PhD,Married,78128,934,24,230,16,24,36,2,8,4,6,3,0,49,Yes,1,9.754391968971024
High School,Married,14188,2,7,11,16,12,27,1,2,0,4,6,0,51,No,0,10.729066849190053
High School,Married,20425,4,12,5,3,16,17,2,2,0,3,7,0,37,No,1,11.063198722336299
Master,Married,58646,62,1,44,6,5,22,1,2,1,4,4,0,61,No,1,10.449920146018709
College Graduate,Divorced,72967,158,35,179,0,0,125,2,7,2,8,5,0,53,Yes,1,10.934405658224959
Master,Married,48150,173,2,39,3,2,47,3,5,1,4,7,0,74,No,1,10.455395847592973
College Graduate,Single,82332,830,59,968,51,79,19,1,5,3,12,2,0,62,Yes,0,11.178188455395848
College Graduate,Widow,58275,189,10,253,56,43,64,6,8,2,7,7,0,68,No,2,10.471822952315765
PhD,Together,44953,728,17,133,11,8,124,1,7,3,13,6,0,42,Yes,0,10.917978553502167
College Graduate,Together,34587,7,2,9,2,0,2,2,1,0,3,4,0,70,No,2,9.519050878393795
Master,Together,43018,35,4,17,7,6,64,1,2,2,2,5,0,49,No,1,10.055669632671686
Master,Married,45736,188,3,180,20,3,43,5,7,1,6,7,0,69,No,1,10.329454711384896
Master,Together,66476,742,28,152,25,9,57,2,6,8,10,4,0,54,No,1,9.965206479580196
Technical School,Married,27733,0,7,5,26,2,17,2,2,0,3,7,0,42,No,1,10.239105635409537
PhD,Together,69805,750,71,174,13,10,20,2,6,8,11,2,0,71,No,1,9.833789641797855
Master,Single,72217,816,42,450,55,56,154,1,3,10,8,2,0,61,No,0,10.616929044033768
College Graduate,Divorced,25818,5,2,8,2,2,9,1,0,1,2,7,0,52,No,1,11.093315080994753
Master,Together,37509,37,5,56,12,8,5,2,3,0,4,7,0,47,No,1,11.191877709331509
Technical School,Together,25176,4,0,4,0,0,5,1,1,0,2,7,0,47,No,2,10.282911248003652
College Graduate,Married,43586,99,2,11,4,0,16,3,3,0,4,8,0,43,No,1,11.227469769564225
Technical School,Married,53230,176,72,98,136,21,229,4,5,2,12,5,0,67,No,1,11.301391740816792
College Graduate,Together,50116,54,0,10,0,0,2,2,1,0,4,5,0,66,Yes,2,9.423226100844172
College Graduate,Together,84906,997,15,414,99,30,76,1,5,6,12,2,0,51,Yes,0,10.132329454711385
College Graduate,Married,61286,356,0,107,19,9,117,2,7,1,8,5,0,57,No,1,10.304814054300708
PhD,Married,82333,1311,0,359,46,89,17,1,4,3,10,2,0,37,Yes,0,10.647045402692221
PhD,Together,65220,890,63,292,0,25,12,4,8,4,7,6,0,58,Yes,0,11.216518366415697
College Graduate,Together,33590,4,0,2,0,0,2,1,1,0,2,7,0,49,No,3,10.050193931097422
College Graduate,Divorced,30992,17,0,14,7,3,2,1,1,0,3,7,0,47,No,1,10.584074834588183
Master,Single,72309,960,0,883,50,38,0,1,5,6,8,3,0,47,Yes,0,10.69906456764773
PhD,Married,156924,2,1,2,1,1,1,0,0,0,0,0,0,74,No,0,10.230892083048142
High School,Married,16005,1,3,2,20,30,47,3,2,1,2,8,0,43,No,1,11.271275382158338
Master,Single,65487,240,67,500,199,0,163,3,3,5,6,2,0,66,No,0,9.863906000456309
College Graduate,Married,58692,301,11,61,4,7,11,1,8,2,4,7,0,58,No,1,9.62856490987908
College Graduate,Widow,40590,154,0,50,6,11,37,5,3,4,3,6,0,54,Yes,2,10.13780515628565
College Graduate,Single,20587,2,3,6,4,1,9,1,1,1,2,7,0,53,No,1,9.532740132329454
Master,Divorced,62637,104,12,48,4,12,5,1,2,2,5,2,0,69,No,1,9.727013461099704
Master,Divorced,29435,70,3,37,4,2,64,4,3,2,2,9,0,57,Yes,2,11.293178188455395
College Graduate,Divorced,19346,2,0,9,3,6,2,1,1,0,3,8,0,49,No,1,9.809148984713666
College Graduate,Married,35788,23,2,11,3,1,4,2,2,0,3,6,0,52,No,2,9.828313940223591
College Graduate,Divorced,36997,43,4,12,8,0,27,5,2,1,4,5,0,55,No,2,10.80298882044262
College Graduate,Married,23539,4,24,11,16,1,25,1,2,0,4,6,0,66,No,0,9.729751311886835
College Graduate,Single,65333,654,7,92,0,15,30,7,9,4,8,6,0,50,Yes,1,9.844741044946383
College Graduate,Single,78499,912,72,170,47,36,97,1,11,3,4,4,0,66,Yes,0,9.995322838238648
PhD,Together,29732,25,0,8,0,1,4,1,2,0,2,9,0,52,No,1,9.661419119324664
Master,Together,41275,24,4,22,0,2,9,4,3,1,3,5,0,63,No,3,9.664156970111796
PhD,Together,63516,141,11,114,15,14,5,4,4,1,7,5,0,50,No,2,10.378736025553275
PhD,Married,42769,71,0,13,3,1,0,2,1,1,4,4,0,61,No,1,10.110426648414329
Master,Married,49572,35,1,16,0,1,1,2,2,0,3,7,0,65,No,2,9.935090120921743
College Graduate,Married,69209,496,32,849,229,48,128,2,5,3,6,4,0,51,Yes,0,11.178188455395848
College Graduate,Married,17148,9,9,11,13,10,16,4,3,1,3,8,0,47,No,1,9.81462468628793
College Graduate,Widow,40590,154,0,50,6,11,37,5,3,4,3,6,0,54,Yes,2,10.13780515628565
Master,Together,30560,9,1,5,4,5,7,1,1,0,3,7,0,47,No,1,10.403376682637463
Technical School,Married,32146,26,3,23,4,7,3,2,2,0,4,6,0,40,No,1,9.530002281542323
Technical School,Divorced,41713,77,8,44,10,10,25,5,3,1,4,6,0,59,No,2,9.565594341775041
Master,Together,34176,11,2,7,4,2,2,1,1,0,3,3,0,48,No,1,9.831051791010722
PhD,Married,58482,576,7,115,19,7,7,2,7,4,9,6,0,68,Yes,1,9.69701117955738
College Graduate,Single,59686,89,15,89,34,42,5,1,4,1,6,4,0,58,No,1,9.822838238649327
PhD,Married,60896,1013,30,399,60,46,153,3,9,10,4,6,0,59,Yes,1,11.112480036504678
College Graduate,Together,62994,224,12,48,4,12,12,1,6,2,4,6,0,43,No,1,9.718799908738307
College Graduate,Together,47320,200,19,111,50,15,19,6,5,1,8,6,0,66,No,1,10.30755190508784
Technical School,Widow,74859,570,73,614,133,102,73,1,6,5,11,3,0,74,Yes,0,10.469085101528634
High School,Single,15253,1,3,3,8,1,13,2,1,0,3,7,0,31,No,1,10.066621035820216
PhD,Single,31560,62,1,20,4,0,7,2,2,1,3,8,0,49,No,1,10.41159023499886
College Graduate,Divorced,72071,531,69,300,150,138,150,3,5,4,8,2,0,69,No,1,10.767396760209902
Master,Single,91172,162,28,818,0,28,56,0,4,3,7,3,0,33,Yes,0,10.655258955053617
College Graduate,Married,90000,675,144,133,94,192,241,1,4,8,5,1,0,39,Yes,0,9.913187314624686
College Graduate,Single,41967,23,4,10,0,2,15,1,1,0,3,4,0,42,No,2,9.995322838238648
College Graduate,Single,69263,492,5,32,13,5,21,1,9,1,7,6,0,58,Yes,1,9.716062057951175
Technical School,Divorced,65706,918,10,129,13,0,129,1,11,3,12,7,0,53,Yes,0,10.400638831850332
College Graduate,Together,60934,224,155,155,192,93,54,2,6,4,11,4,0,48,No,1,9.844741044946383
College Graduate,Married,71965,572,19,286,50,38,248,3,6,3,5,3,0,72,No,1,10.315765457449237
College Graduate,Married,65210,626,0,70,0,7,28,2,9,3,8,6,0,68,Yes,1,9.702486881131646
PhD,Married,79174,1074,37,518,193,92,129,1,5,6,7,2,0,48,Yes,0,10.860483686972392
Master,Divorced,81380,741,68,689,224,68,103,1,4,2,10,2,0,56,No,0,10.915240702715035
PhD,Single,48432,322,3,50,4,3,42,5,7,1,6,8,0,50,No,1,11.093315080994753
College Graduate,Married,52914,254,10,44,30,10,227,2,7,3,3,7,0,52,Yes,1,10.87143509012092
College Graduate,Together,38946,116,6,82,6,6,41,2,3,1,6,5,0,68,No,1,10.077572438968744
College Graduate,Married,26067,22,2,18,0,2,12,3,3,0,3,8,0,49,No,1,10.047342003194158
PhD,Married,44325,516,0,21,0,0,5,4,8,2,7,8,0,51,Yes,1,10.709901893680128
College Graduate,Married,42523,14,36,11,3,26,35,1,1,1,4,2,0,59,No,0,9.582021446497833
High School,Single,26487,2,8,10,12,14,23,3,2,1,3,5,0,45,No,1,10.507415012548483
Technical School,Married,53233,28,0,9,3,0,0,1,1,0,3,4,0,66,No,1,9.680584074834588
College Graduate,Married,67716,530,142,217,62,9,56,4,7,4,13,5,0,63,Yes,1,10.863221537759525
Master,Married,76234,519,50,167,130,0,41,1,8,3,11,3,0,51,Yes,1,9.789984029203742
PhD,Married,84117,611,76,749,59,45,26,1,7,10,6,2,0,67,Yes,0,9.532740132329454
Master,Together,65487,240,67,500,199,0,163,3,3,5,6,2,0,66,No,0,9.863906000456309
High School,Married,25224,4,9,12,11,2,8,2,1,1,3,3,0,51,No,1,9.686059776408852
Master,Single,89616,671,47,655,145,111,15,1,7,5,12,2,0,40,Yes,0,10.737280401551448
College Graduate,Divorced,40851,23,1,7,0,4,24,1,1,1,2,7,0,52,No,2,10.748231804699977
College Graduate,Married,27469,9,1,2,3,2,0,1,0,0,3,6,0,76,No,0,11.304129591603923
Technical School,Married,82347,556,54,845,202,133,63,1,7,7,10,3,0,66,Yes,0,11.041181838923112
College Graduate,Married,73803,833,80,363,52,26,174,2,9,5,6,6,0,66,Yes,1,11.306867442391056
Master,Single,8820,12,0,13,4,2,4,4,3,0,3,8,0,71,No,2,10.668948208989278
College Graduate,Single,43322,56,7,48,10,2,18,1,3,0,4,7,0,49,No,0,9.587497148072098
College Graduate,Together,55593,293,8,124,11,4,106,2,6,6,3,6,0,50,Yes,1,10.252794889345198
College Graduate,Married,50501,297,0,38,13,0,152,7,5,4,4,6,0,69,Yes,2,10.428017339721652
College Graduate,Married,37085,39,1,16,2,0,3,4,3,0,3,8,0,48,No,2,9.406798996121378
High School,Single,16185,5,11,16,21,8,45,2,2,2,2,8,0,33,No,1,10.296600501939311
College Graduate,Single,57731,266,21,300,65,8,44,4,8,8,6,6,0,54,No,1,10.994638375541866
PhD,Single,48432,322,3,50,4,3,42,5,7,1,6,8,0,50,Yes,1,11.093315080994753
College Graduate,Married,73807,366,124,156,71,78,54,2,5,5,11,2,0,45,No,1,10.885124344056582
College Graduate,Married,18929,32,0,8,23,4,18,1,1,0,4,6,0,33,No,0,10.761921058635638
College Graduate,Single,35893,158,0,23,0,0,18,6,3,1,5,8,0,55,No,2,11.10152863335615
College Graduate,Married,61014,269,129,495,182,43,29,4,9,3,4,7,0,43,No,1,11.279488934519735
College Graduate,Together,32144,41,0,10,0,0,3,4,2,1,3,7,0,69,Yes,2,9.666894820898928
High School,Together,14918,3,3,3,15,4,15,1,1,0,3,6,0,60,No,1,10.956308464522017
College Graduate,Divorced,45146,33,0,5,0,0,15,2,1,1,2,4,0,60,No,2,10.354095368469086
Technical School,Divorced,41769,302,29,131,32,0,27,6,8,1,7,8,0,68,No,1,10.770134610997033
College Graduate,Together,88325,519,71,860,93,27,53,1,6,2,9,2,0,42,No,0,9.792721879990873
Master,Divorced,38054,23,2,17,2,1,0,2,2,0,3,7,0,73,No,2,9.560118640200777
Technical School,Single,80617,594,51,631,72,55,32,1,4,6,8,2,0,28,No,0,11.109742185717545
College Graduate,Married,5305,12,4,7,1,3,5,0,1,0,0,13,0,47,No,1,10.313027606662104
College Graduate,Together,36807,4,2,5,0,0,5,1,1,0,2,6,0,69,No,2,10.9207164042893
College Graduate,Together,28427,18,3,19,3,3,6,2,2,0,3,8,0,40,No,1,10.671686059776409
PhD,Widow,82032,332,194,377,149,125,57,0,4,6,7,1,0,75,No,0,9.63130276066621
